,page_id,status,date,type,operator,registration,msn,first_flight,crew,passengers,total,aircraft_damage,location,phase,nature,departure_airport,destination_airport,narrative,time,engines,collision_casualties,aircraft_fate,crash_site_elevation,flightnumber,total_airframe_hrs,ground_casualties,operating_for,leased_from,cycles,operated_by,on_behalf_of
1100,20000127-0,Final,Thursday 27 January 2000,Mitusbishi Mu-300 Diamond IA,Matrix Aviation,N900WJ,A028SA,1982,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 6,Damaged beyond repair,"Dallas-Love Field, TX (DAL) (   United States of America)",Landing (LDG),Executive,"Austin-Bergstrom International Airport, TX (AUS/KAUS), United States of America","Dallas-Love Field, TX (DAL/KDAL), United States of America","The flight departed Austin at 09:40 on an IFR flight to Dallas. During the descent and vectors for the approach to runway 31R at Love Field, the airplane began to accumulate moderate clear ice, and a master warning light illumination in the cockpit indicated that the horizontal stabilizer heat had failed. The crew continued the approach to get the airplane out of the icing conditions and on the ground as soon as possible. Considering the possibility of additional ice accumulation on the horizontal stabilizer, the crew, per the flight manual abnormal procedures checklist, configured the airplane for a touchdown speed of 120 knots in lieu of 108 knots, and a flap extension of 10 degrees in lieu of 30 degrees. The aircraft touched down approximately 1,500 feet down the runway and the captain began applying the brakes. The captain reported that the aircraft did not have any braking action for approximately 3,000 feet and the anti-skid was not pulsing. With about 1,500 feet of runway remaining, it looked to the captain like there would not be enough available runway to stop the aircraft. Beyond the departure end of the runway, there was a steep down hill embankment and support poles for the approach lights for runway 13L. The captain forced the aircraft to depart the right side of the runway to avoid the poles. After the aircraft started down the embankment, the nose gear collapsed and the airplane came to rest.The wreckage was sold to Dodson International Parts and was last seen at their Rantoul, KS scrapyard in September 2005.",10:15,,,,,,,,,,,,
1101,20000131-1,Preliminary,Monday 31 January 2000,Embraer EMB-110P1 Bandeirante,Governo do Estado do Amazonas,PP-EAM,110498,1990,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 17,Fatalities: 0 / Occupants: 19,Damaged beyond repair,"Envira, AM (   Brazil)",Landing (LDG),Domestic Non Scheduled Passenger,"Tefé Airport, AM (TFF/SBTF), Brazil","Eirunepé Airport, AM (ERN/SWEI), Brazil","Due to adverse meteorological conditions the crew diverted to Envira. The Bandeirante touched down 500 m down the wet runway and aquaplaned off the runway, ending up with the cabin partially submerged.",,2 Pratt & Whitney Canada PT6A-34,,,,,,,,,,,
1102,20000216-1,Final,Wednesday 16 February 2000,NAMC YS-11A-213,ANK- Air Nippon,JA8727,2095,1969,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 37,Fatalities: 0 / Occupants: 41,Damaged beyond repair,Sapporo-Okadama Airport (OKD) (   Japan),Landing (LDG),Domestic Scheduled Passenger,"Hakodate Airport (HKD/RJCH), Japan","Sapporo-Okadama Airport (OKD/RJCO), Japan","The YS-11 overran runway 14, and ran into the snow bank located on the right side of the runway overrun area causing damage to the landing gear, propeller and front fuselage.",12:43,2 Rolls-Royce Dart 543-10J/K,,,,354,,,,,,,
1103,20000222-0,,Tuesday 22 February 2000,Boeing 767-366ER,EgyptAir,SU-GAO,24541/275,1989-07-25  (10 years 7 months),Fatalities: 0 / Occupants: 17,Fatalities: 0 / Occupants: 76,Fatalities: 0 / Occupants: 93,Substantial,Harare Airport (HRE) (   Zimbabwe),Landing (LDG),International Scheduled Passenger,"Johannesburg International Airport (JNB/FAJS), South Africa","Harare Airport (HRE/FVHA), Zimbabwe","EgyptAir flight MS880 suffered a landing accident at Harare Airport, Zimbabwe. The aircraft, a Boeing 767-366ER, touched down on runway 23 following a VOR/DME approach. According to a statement by EgyptAir, the no. 1 engine touched the ground and separated from the wing. The aircraft then ran off the side of the runway. Weather was poor with  strong cross wind.",ca 22:45,2 Pratt & Whitney PW4060,,Repaired,,MS880,,,,,,,
1104,20000227-0,Final,Sunday 27 February 2000,Boeing 737-4Y0,Transbrasil,PT-TEO,24692/1963,1990-11-21  (9 years 3 months),Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 110,Fatalities: 0 / Occupants: 117,Substantial,"Porto Alegre-Salgado Filho Airport, RS (POA) (   Brazil)",Landing (LDG),Domestic Scheduled Passenger,"São Paulo-Guarulhos International Airport, SP (GRU/SBGR), Brazil","Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA), Brazil","The aircraft took off from Guarulhos International Airport bound for Porto Alegre, Brazil. On this flight, there would also be the final evaluation of the first officer, with a view to  promotion to captain.The flight took place normally, without any abnormalities until the moment of landing.The weather conditions of the destination were poor with rain, strong wind with gusts and windshear indications in the vicinity of the airport.The aircraft performed the NDB ECHO 2 approach for runway 29. During the landing, the aircraft floated over the runway, touching down approximately 1000 meters past the threshold. After the touchdown, the aircraft ran for about 1400 metres before it suffered a runway excursion and collided with a ditch. The aircraft suffered severe damage.",20:21,2 CFMI CFM56-3C1,,Repaired,,TR202,32670,,,,27913,,
1105,20000305-0,Final,Sunday 5 March 2000,Boeing 737-3T5,Southwest Airlines,N668SW,23060/1069,1984-12-21  (15 years 3 months),Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 137,Fatalities: 0 / Occupants: 142,Destroyed,"Burbank/Glendale/Pasadena Airport, CA (BUR) (   United States of America)",Landing (LDG),Domestic Scheduled Passenger,"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America","Burbank/Glendale/Pasadena Airport, CA (BUR/KBUR), United States of America","Flight 1455 was vectored for a visual approach to runway 08 with a restriction to remain at or above 3,000 feet amsl until passing the Van Nuys VOR beacon, located about 6 miles from the runway. Radar data suggest that the flight began its descent from 3,000 feet about 4 miles from the runway. FDR data suggest that the flight's descent angle from 3,000 feet to touchdown was in excess of 6 degrees. In comparison, the ILS flight path angle for runway 08 is 3 degrees. The crew was cleared to land by Burbank Tower and also advised that the wind was from 210 degrees at six knots. Touchdown speed was 182 knots. The aircraft could not be stopped on the remaining runway length and overran. It crashed through the perimeter fence at a speed of 32 knots and ended up on a highway. During the accident sequence, the forward service door (1R) escape slide inflated inside the airplane; the nose gear collapsed; and the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed.",18:11,2 CFMI CFM56-3B1,,Written off (damaged beyond repair),237 m (778 feet) amsl,1455,,,,,,,
1106,20000317-3,Final,Friday 17 March 2000,Dassault Falcon 900,BP Amoco Corporation,N814M,155,1995,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,Substantial,"Hyannis-Barnstable Airport, MA (HYA) (   United States of America)",Landing (LDG),Executive,"New York-La Guardia Airport, NY (LGA/KLGA), United States of America","Hyannis-Barnstable Airport, MA (HYA/KHYA), United States of America","Touched down about 2,640 feet down the 5,425-foot long runway 24. The airplane impacted the localizer antenna, went through a fence, crossed a 2-lane road, struck 3 vehicles, continued into a parking lot, impacting concrete barriers.",18:02,,,Repaired,,,2293,,,,,,
1107,20000321-0,Final,Tuesday 21 March 2000,Saab 340B,American Eagle Airlines,N353SB,340B-353,1993,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 33,Fatalities: 0 / Occupants: 36,Substantial,"Killeen Municipal Airport, TX (ILE) (   United States of America)",Landing (LDG),Domestic Scheduled Passenger,"Dallas/Fort Worth International Airport, TX (DFW/KDFW), United States of America","Killeen Municipal Airport, TX (ILE/KILE), United States of America","The captain was the flying pilot for the night landing on runway 01 in IMC, with a right cross wind from 110 degrees at 14 gusting 18 knots, drizzle, and a wet runway. Prior to starting the approach, the flightcrew determined that the landing approach speed (Vref) and the approach speed (Vapp) were 122 and 128 knots, respectively. The airplane flying on autopilot passed the middle marker at 200 feet AGL at 130 knots on the ILS approach. Approximately 3 seconds after the first officer called ""runway in sight twelve o'clock,"" the captain disconnected the autopilot, while at a radio altitude of 132 feet and on a heading of approximately 18 degrees. Within approximately 11 seconds after the autopilot disconnect, the glideslope and localizer deviation increased. The first officer called ""runway over there."" Approximately 5 seconds before touchdown, the airplane rolled right, then left, then right. The airplane crossed the threshold at an altitude of 35 feet and 130 knots and touched down 2,802 feet from the approach end of the 5,495-foot runway (844-foot displaced threshold) at 125 knots. The Saab 340 overran the runway and struck a ditch 175 feet beyond the departure end of the runway. The aircraft was reportedly considered damaged beyond repair and used for spares.",19:14,2 General Electric CT7-9B,,Written off (damaged beyond repair),,3789,11976,,,,,,
1108,20000325-0,Preliminary,Saturday 25 March 2000,Antonov An-32B,Angolan Government,D2-MAJ,2902,1991,Fatalities: 0 / Occupants: 6,Fatalities: 3 / Occupants: 24,Fatalities: 3 / Occupants: 30,Damaged beyond repair,Huambo Airport (NOV) (   Angola),Takeoff (TOF),Domestic Non Scheduled Passenger,"Huambo Airport (NOV/FNHU), Angola","Luanda-4 de Fevereiro Airport (LAD/FNLU), Angola","The Antonov, leased from a Ukrainian company, suffered a brake failure on takeoff as the crew attempted to avoid a hole in the runway. The Antonov lost directional control and ran off the runway. It struck another hole and broke in two.The exact number of occupants is not known; at least 30 people where injured.",,2 Ivchenko AI-20,,,,,,,,,,,
1109,20000422-0,Preliminary,Saturday 22 April 2000,Avro RJ70,THY Turkish Airlines,TC-THL,E1249,1996-06-11  (3 years 11 months),Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 42,Fatalities: 0 / Occupants: 46,Damaged beyond repair,Siirt Airport (SXZ) (   Turkey),Landing (LDG),Domestic Scheduled Passenger,"Ankara (unknown airport), Turkey","Siirt Airport (SXZ/LTCL), Turkey",The aircraft (named 'Kahramanmaras') overran the wet runway on landing.,ca 14:15,4 Lycoming LF507-1F,,,,774,7200,,,,6200,,
1110,20000430-0,Preliminary,Sunday 30 April 2000,McDonnell Douglas DC-10-30F,DAS Air Cargo,N800WR,46955/228,1976-06-28  (23 years 10 months),Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 7,Damaged beyond repair,Entebbe Airport (EBB) (   Uganda),Landing (LDG),Cargo,"London-Gatwick Airport (LGW/EGKK), United Kingdom","Entebbe Airport (EBB/HUEN), Uganda","DAS Air Cargo DC-10 freighter N800WR approached Entebbe runway 35 following a flight from London-Gatwick carrying over 50 tons of cargo. The airplane landed long: 4000-5000 feet down the 12000 feet long runway. The nosegear touched down 13 seconds after the main undercarriage. The DC-10 could not be brought to a halt and slid off the runway, into Lake Victoria about 100 meters from the southern end of the runway. The DC-10 ended up with the no. 1 and 3 engines submerged and cockpit section separated from the fuselage. The crewmembers were rescued with a life-raft within just 10 minutes of the accident.",05:48,3 General Electric CF6-50C2,,,,405,69000,,,,20900,,
1111,20000430-1,,Sunday 30 April 2000,Antonov An-2T,Aerobol,YV-1125C,1G240-32,1991,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,Damaged beyond repair,Ciudad Bolívar Airport (CBL) (   Venezuela),Takeoff (TOF),Unknown,"Ciudad Bolívar Airport (CBL/SVCB), Venezuela",?,The Antonov ran off the side of runway 24 and suffered substantial damage.,15:35,1 Shvetsov ASh-62IR,,,,,,,,,,,
1112,20000505-1,Final,Friday 5 May 2000,de Havilland Canada DHC-6 Twin Otter 300,Scenic Airlines,N241SA,556,1977,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 15,Fatalities: 0 / Occupants: 17,Substantial,"Monument Valley Airport, UT (GMV) (   United States of America)",Takeoff (TOF),Domestic Scheduled Passenger,"Monument Valley Airport, UT (GMV), United States of America","Grand Canyon-National Park Airport, AZ (GCN/KGCN), United States of America","A DHC-6-300, N241SA, was substantially damaged when it collided with terrain during takeoff roll at Monument Valley Airport, Utah. There were no injuries to the two pilots and 15 passengers..Flight 304 was departing runway 34 (4,000 ft. x 75 ft., dirt), en route to Grand Canyon National Park Airport. The aircraft was hit by wind shear from the right and then left. The takeoff was aborted. The aircraft veered left and directional control was lost. The aircraft departed the runway to the left, hit a dirt berm, and came to rest 30 feet and 80 degrees left of runway 34.",13:47,,,Repaired,,304,39514,,,,,,
